SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Manual Daily River Water Discharge (m3/sec)
2662,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,12-10-2016 11:00,0
2663,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,12-10-2016 14:00,0
2664,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,12-10-2016 17:00,0
2665,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,13-10-2016 08:00,0
2666,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,13-10-2016 11:00,0
2667,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,13-10-2016 14:00,0
2668,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,13-10-2016 17:00,0
2669,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,14-10-2016 08:00,0
2670,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,14-10-2016 11:00,0
2671,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,14-10-2016 14:00,0
2672,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,14-10-2016 17:00,0
2673,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,15-10-2016 08:00,0
2674,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,15-10-2016 11:00,0
2675,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,15-10-2016 14:00,0
2676,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,15-10-2016 17:00,0
2677,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,16-10-2016 08:00,0
2678,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,16-10-2016 11:00,0
2679,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,16-10-2016 14:00,0
2680,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,16-10-2016 17:00,0
2681,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,17-10-2016 08:00,0
2682,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,17-10-2016 11:00,0
2683,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,17-10-2016 14:00,0
2684,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,17-10-2016 17:00,0
2685,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,18-10-2016 08:00,0
2686,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,18-10-2016 11:00,0
2687,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,18-10-2016 14:00,0
2688,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,18-10-2016 17:00,0
2689,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,19-10-2016 08:00,0
2690,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,19-10-2016 11:00,0
2691,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,19-10-2016 14:00,0
2692,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,19-10-2016 17:00,0
2693,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,20-10-2016 08:00,0
2694,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,20-10-2016 11:00,0
2695,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,20-10-2016 14:00,0
2696,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,20-10-2016 17:00,0
2697,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,21-10-2016 08:00,0
2698,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,21-10-2016 11:00,0
2699,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,21-10-2016 14:00,0
2700,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,21-10-2016 17:00,0
2701,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,22-10-2016 08:00,0
2702,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,22-10-2016 11:00,0
2703,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,22-10-2016 14:00,0
2704,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,22-10-2016 17:00,0
2705,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,23-10-2016 08:00,0
2706,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,23-10-2016 11:00,0
2707,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,23-10-2016 14:00,0
2708,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,23-10-2016 17:00,0
2709,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,24-10-2016 08:00,0
2710,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,24-10-2016 11:00,0
2711,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,24-10-2016 14:00,0
2712,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,24-10-2016 17:00,0
2713,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,25-10-2016 08:00,0
2714,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,25-10-2016 11:00,0
2715,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,25-10-2016 14:00,0
2716,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,25-10-2016 17:00,0
2717,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,26-10-2016 08:00,0
2718,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,26-10-2016 11:00,0
2719,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,26-10-2016 14:00,0
2720,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,26-10-2016 17:00,0
2721,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,27-10-2016 08:00,0
2722,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,27-10-2016 11:00,0
2723,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,27-10-2016 14:00,0
2724,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,27-10-2016 17:00,0
2725,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,28-10-2016 08:00,0
2726,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,28-10-2016 11:00,0
2727,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,28-10-2016 14:00,0
2728,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,28-10-2016 17:00,0
2729,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,29-10-2016 08:00,0
2730,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,29-10-2016 11:00,0
2731,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,29-10-2016 14:00,0
2732,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,29-10-2016 17:00,0
2733,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,30-10-2016 08:00,0
2734,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,30-10-2016 11:00,0
2735,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,30-10-2016 14:00,0
2736,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,30-10-2016 17:00,0
2737,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,31-10-2016 08:00,0
2738,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,31-10-2016 11:00,0
2739,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,31-10-2016 14:00,0
2740,Kaveri   Mindhabari,Gujarat SW GW,24,Gujarat,453,Navsari,BANSDA,-,-,-,West flowing rivers from Tapi to Tadri,-,-,-,-,20.73055556,73.33027778,31-10-2016 17:00,0
2741,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,26-06-2017 17:00,1.52
2742,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,27-06-2017 08:00,1.52
2743,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,27-06-2017 11:00,1.52
2744,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,27-06-2017 14:00,1.52
2745,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,27-06-2017 17:00,1.52
2746,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,28-06-2017 08:00,1.52
2747,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,28-06-2017 11:00,1.52
2748,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,28-06-2017 14:00,1.52
2749,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,28-06-2017 17:00,1.52
2750,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,29-06-2017 08:00,1.52
2751,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,29-06-2017 11:00,1.52
2752,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,29-06-2017 14:00,1.52
2753,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,29-06-2017 17:00,1.52
2754,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,30-06-2017 08:00,1.52
2755,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,30-06-2017 11:00,1.52
2756,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,30-06-2017 14:00,1.52
2757,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,30-06-2017 17:00,1.52
2758,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,21-07-2017 17:00,139.2
2759,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,22-07-2017 08:00,3.35
2760,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,22-07-2017 11:00,5.22
2761,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,22-07-2017 14:00,1.95
2762,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,22-07-2017 17:00,13.8
2763,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,23-07-2017 08:00,5.15
2764,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,23-07-2017 11:00,5.22
2765,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,23-07-2017 14:00,5.22
2766,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,23-07-2017 17:00,13.8
2767,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,24-07-2017 08:00,5.22
2768,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,24-07-2017 11:00,2.15
2769,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,24-07-2017 14:00,2.15
2770,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,24-07-2017 17:00,0.69
2771,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,25-07-2017 08:00,0.69
2772,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,25-07-2017 11:00,0.69
2773,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,25-07-2017 14:00,0.69
2774,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,25-07-2017 17:00,0.6
2775,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,26-07-2017 08:00,0.55
2776,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,26-07-2017 11:00,0.55
2777,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,26-07-2017 14:00,0.55
2778,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,26-07-2017 17:00,0.55
2779,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,27-07-2017 08:00,0.55
2780,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,27-07-2017 11:00,0.55
2781,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,27-07-2017 14:00,0.55
2782,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,27-07-2017 17:00,0.55
2783,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,28-07-2017 08:00,0
2784,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,28-07-2017 11:00,0
2785,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,28-07-2017 14:00,0
2786,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,28-07-2017 17:00,0
2787,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,29-07-2017 08:00,0
2788,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,29-07-2017 11:00,0
2789,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,29-07-2017 14:00,0
2790,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,29-07-2017 17:00,0
2791,Khambhaliya,Gujarat SW GW,24,Gujarat,448,Junagadh,VISAVADAR,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,21.39611111,70.65833333,30-07-2017 08:00,0
